Testcase_ID,Natural_Language_Query,Target_Law,Target_Section,Section_Title
1062,How does BNSS 2023 handle procedure where no claimant appears within six months?,BNSS,504,Procedure where no claimant appears within six months
1063,What is the rule for power to sell perishable property in police investigation?,BNSS,505,Power to sell perishable property
1064,Explain Section 506 of BNSS regarding irregularities which do not vitiate proceedings.,BNSS,506,Irregularities which do not vitiate proceedings
1065,Tell me about the BNSS Section 507 guidelines.,BNSS,507,Irregularities which vitiate proceedings
1066,What is the rule for proceedings in wrong place in police investigation?,BNSS,508,Proceedings in wrong place
1067,Tell me about the BNSS Section 509 guidelines.,BNSS,509,Non-compliance with provisions of section 183 or section 316
1068,"Explain Section 510 of BNSS regarding effect of omission to frame, or absence of, or error in, charge.",BNSS,510,"Effect of omission to frame, or absence of, or error in, charge"
1069,"What is the procedure for finding or sentence when reversible by reason of error, omission or irregularity under BNSS?",BNSS,511,"Finding or sentence when reversible by reason of error, omission or irregularity"
1070,What is the procedure for defect or error not to make attachment unlawful under BNSS?,BNSS,512,Defect or error not to make attachment unlawful
1071,Explain Section 513 of BNSS regarding definitions.,BNSS,513,Definitions
1072,Explain Section 514 of BNSS regarding bar to taking cognizance after lapse of period of limitation.,BNSS,514,Bar to taking cognizance after lapse of period of limitation
1073,Explain Section 515 of BNSS regarding commencement of period of limitation.,BNSS,515,Commencement of period of limitation
1074,What is the legal process of exclusion of time in certain cases?,BNSS,516,Exclusion of time in certain cases
1075,What is the legal process of exclusion of date on which court is closed?,BNSS,517,Exclusion of date on which Court is closed
1076,What is the procedure for continuing offence under BNSS?,BNSS,518,Continuing offence
1077,What is the rule for extension of period of limitation in certain cases in police investigation?,BNSS,519,Extension of period of limitation in certain cases
1078,Tell me about the BNSS Section 520 guidelines.,BNSS,520,Trials before High Courts
1079,What is the rule for delivery to commanding officers of persons liable to be tried by court-martial in police investigation?,BNSS,521,Delivery to commanding officers of persons liable to be tried by Court-martial
1080,How does BNSS 2023 handle forms?,BNSS,522,Forms
1081,What is the rule for power of high court to make rules in police investigation?,BNSS,523,Power of High Court to make rules
1082,How does BNSS 2023 handle power to alter functions allocated to executive magistrate in certain cases?,BNSS,524,Power to alter functions allocated to Executive Magistrate in certain cases
1083,Tell me about the BNSS Section 525 guidelines.,BNSS,525,Cases in which Judge or Magistrate is personally interested
1084,What does BNSS Section 526 say?,BNSS,526,Practising advocate not to sit as Magistrate in certain Courts
1085,What is the procedure for public servant concerned in sale not to purchase or bid for property under BNSS?,BNSS,527,Public servant concerned in sale not to purchase or bid for property
1086,What is the procedure for saving of inherent powers of high court under BNSS?,BNSS,528,Saving of inherent powers of High Court
1087,What is the procedure for duty of high court to exercise continuous superintendence over courts under BNSS?,BNSS,529,Duty of High Court to exercise continuous superintendence over Courts
1088,What does BNSS Section 530 say?,BNSS,530,Trial and proceedings to be held in electronic mode
1089,What does BNSS Section 531 say?,BNSS,531,Repeal and savings
1090,"How do we prove short title, application and commencement under the new BSA?",BSA,1,"Short title, application and commencement."
1091,How do we prove definitions under the new BSA?,BSA,2,Definitions
1092,What does BSA Section 3 say?,BSA,3,Evidence may be given of facts in issue and relevant facts.
1093,How do we prove relevancy of facts forming part of same transaction under the new BSA?,BSA,4,Relevancy of facts forming part of same transaction.
1094,"Is facts which are occasion, cause or effect of facts in issue or relevant facts admissible as evidence in court?",BSA,5,"Facts which are occasion, cause or effect of facts in issue or relevant facts."
1095,"What is the rule of relevancy for motive, preparation and previous or subsequent conduct?",BSA,6,"Motive, preparation and previous or subsequent conduct."
1096,Explain Section 7 of Bharatiya Sakshya Adhiniyam.,BSA,7,Facts necessary to explain or introduce fact in issue or relevant facts.
1097,How do we prove things said or done by conspirator in reference to common design under the new BSA?,BSA,8,Things said or done by conspirator in reference to common design.
1098,What does BSA Section 9 say?,BSA,9,When facts not otherwise relevant become relevant.
1099,What does BSA Section 10 say?,BSA,10,Facts tending to enable Court to determine amount are relevant in suits for damages.
1100,Explain Section 11 of Bharatiya Sakshya Adhiniyam.,BSA,11,Facts relevant when right or custom is in question.
